175,1569,39
348,2272,995
816,76,1681
486,1542,1491
47,78,210
318,2100,751
47,1376,2277
486,970,158
37,708,1537
78,381,2173
529,219,173
298,493,138
177,830,323
175,1692,1334
17,2246,1839
137,1704,704
807,79,1330
326,2186,1916
149,1412,593
149,2223,1497
84,1501,1672
134,302,1993
292,1415,1827
48,645,2026
184,413,2257
30,876,960
190,857,668
223,964,711
1275,2209,783
96,1415,1585
1115,712,1693
484,1792,2010
551,2027,2159
13,1007,187
151,320,674
131,316,1322
86,1205,2140
151,433,2133
9,1757,1465
79,1332,1205
224,613,1164
35,1182,828
1978,110,2063
105,1253,17
149,1419,280
175,1638,1421
985,1213,746
520,638,1534
807,1108,1598
149,1473,1659
151,236,51
17,1837,427
303,558,1581
45,161,1427
807,1983,1620
479,1328,844
807,597,1325
532,403,1159
430,2173,183
736,1334,2279
132,949,1495
151,1977,451
118,1766,165
550,692,1008
47,886,1153
161,1924,715
1226,1168,2123
3,128,1714
47,1562,1542
11,560,577
547,1889,1751
175,1032,299
486,1818,447
175,849,380
237,1533,548
50,1512,1385
294,1318,1765
540,248,1029
288,1131,1226
2069,1108,1471
103,1316,778
730,531,1740
190,1983,625
136,1435,1790
312,2147,785
266,1245,2267
175,1372,264
334,2031,593
67,1816,686
13,870,1790
271,1413,688
671,530,1525
369,277,2231
48,1973,1314
334,510,417
13,780,2033
19,1299,1698
280,1159,39
336,2282,1562
626,1500,294
550,351,683
16,2274,1797
47,1669,1318
17,967,1985
91,855,1517
149,1995,770
44,88,577
334,1244,1077
807,1128,2269
1128,979,2155
47,659,1564
13,2118,2155
136,1702,1866
219,296,475
84,478,1418
35,2017,281
47,308,1894
136,424,1041
92,1682,209
10,627,672
106,2085,114
14,1215,33
298,768,1726
184,1322,684
210,908,460
564,2002,2033
151,2212,1531
211,786,195
195,288,1641
134,988,751
48,1067,23
18,1099,1506
47,550,737
12,349,640
1162,2206,1443
244,951,1382
1164,230,543
136,934,1660
939,1786,1338
550,2196,230
37,116,1932
807,2209,112
83,775,301
948,1308,2184
223,495,828
13,1056,233
631,1398,2069
807,1856,2283
242,1504,1441
47,1104,308
219,568,666
486,2182,773
136,1134,560
480,1881,1918
149,760,2134
30,1274,281
197,186,1927
48,1336,1639
210,297,312
802,25,2092
19,593,2055
207,549,993
162,1690,1569
520,2265,574
168,649,359
151,228,1304
486,671,1428
391,713,1041
478,391,2188
136,1069,1054
17,126,672
175,318,1834
807,1385,933
136,1378,54
190,1440,1430
463,2056,1332
73,516,1193
334,1777,2231
67,638,2239
522,2050,1201
266,1339,340
188,775,1240
435,746,407
348,1705,179
1373,1234,83
210,2272,1581
573,56,2260
177,139,1496
493,993,593
463,281,1544
326,523,1561
551,1218,653
556,2179,713
175,262,1427
13,1893,1644
788,592,688
155,1711,859
105,489,2172
228,131,1546
295,2061,1698
1164,2002,1415
19,64,555
484,56,286
3,551,1996
46,1092,1688
537,1606,563
105,2141,1885
47,893,2020
149,1372,1424
92,1035,290
43,1830,1526
38,996,457
547,726,86
3,49,1674
13,1771,1940
463,274,61
487,1110,147
184,619,2063
38,1560,1456
47,580,1116
131,1052,1620
348,713,1396
185,633,1756
230,1856,2023
452,788,1734
151,1703,685
43,506,1235
799,1125,51
452,890,1546
190,231,928
552,1079,124
586,655,647
149,1739,1604
225,1784,324
47,1188,1167
13,707,880
319,982,1831
43,514,521
0,1065,1789
807,754,217
49,2047,540
484,145,463
13,978,330
807,880,1840
84,503,972
175,23,136
4,383,1984
42,2156,493
807,1370,616
452,1482,1402
736,2228,1467
462,881,1826
807,2128,2105
20,2091,98
463,1876,1075
266,688,2075
549,1911,1873
175,1928,128
91,1116,1253
14,545,629
486,1242,661
399,992,869
462,1528,1484
530,53,983
161,327,1149
326,1368,244
149,1068,370
49,2165,1556
452,491,1859
237,307,81
1165,652,494
84,1206,1851
463,1517,1231
123,2228,835
37,2267,884
19,994,251
650,2171,1393
440,2121,682
84,1639,1015
23,967,1619
136,1434,23
175,1895,2227
61,2250,1133
807,2124,1026
13,1342,1514
17,1442,922
13,1149,393
188,2095,1059
507,1919,958
56,1608,1524
176,53,953
463,895,1479
92,959,470
17,1750,1686
83,342,2206
47,2009,1546
137,939,670
298,1284,1982
550,950,567
47,527,718
42,504,2268
137,1076,2016
575,474,134
13,1217,1338
3,474,726
534,57,1063
13,310,1374
803,1503,722
295,743,1808
462,1618,672
86,1838,555
451,1453,1144
185,846,1790
3,1942,1822
484,2203,788
137,1779,1657
9,738,1068
13,2013,304
549,555,629
11,1356,569
462,573,2083
131,1260,899
562,225,1203
285,1213,1286
149,89,814
43,1359,1149
266,1518,66
551,1295,375
190,1092,569
17,1581,2033
151,1072,924
10,1757,1325
175,1501,2147
35,778,1266
17,417,1195
13,2218,2053
473,667,982
807,1895,2142
573,725,1153
2,409,1097
56,1195,2070
815,676,874
149,2117,1528
92,318,547
778,252,1200
175,1316,2202
13,2156,1640
175,1834,7
17,483,1578
149,2095,2108
13,80,1170
207,640,1508
807,380,508
83,327,152
134,257,1724
17,1700,2006
136,881,1796
807,1414,2066
123,1747,149
137,237,1166
242,894,848
728,1989,270
378,1288,1097
160,1890,668
21,942,1602
30,1310,1387
435,2117,124
547,2099,2110
17,670,1014
736,540,1988
13,970,1438
15,1037,804
230,1055,2118
47,402,1593
23,734,1162
30,1309,402
47,1992,527
482,1014,2055
190,1487,659
306,918,921
3,808,498
231,280,820
944,457,1705
235,345,2111
435,453,1393
35,1644,659
17,1771,260
91,434,1449
22,101,2092
13,2039,682
280,1663,143
280,1613,1406
520,1875,231
3,427,1819
875,826,2068
151,1765,1723
1162,1156,99
463,1012,1843
1164,1653,2052
149,2127,388
484,43,337
161,1665,1133
190,1625,1701
242,1980,2095
428,1160,616
151,1284,2222
10,1292,710
13,615,1158
47,185,903
110,2153,2210
289,2277,790
10,701,1102
13,872,59
3,773,1946
730,1136,2215
547,1933,2171
378,1174,1151
1,1917,1630
1207,1618,2175
17,327,1421
228,1106,986
13,2247,1572
117,2122,1041
47,1971,2280
0,535,226
767,1658,1967
1,964,994
206,869,1144
485,623,1815
807,1961,1640
47,838,1660
452,1579,231
225,87,770
220,1675,885
3,721,2023
13,1701,360
511,300,2142
185,1186,1022
47,1019,590
298,1388,846
796,1509,1442
134,1788,946
289,251,1886
307,1201,1943
13,68,2052
341,66,571
1352,155,536
