43,853,1445,2168,60,1829,2051,177,2024,582
47,1254,38,1638,1312,1880,50,572,37,2028
242,1351,651,2189,1825,435,592,1954,1385,287
17,261,804,78,1319,1471,27,164,1008,270
67,730,2265,1634,1865,1731,465,781,2229,1542
149,1898,2149,396,996,1612,671,692,1369,1464
3,920,2123,367,798,1700,355,379,1481,1477
9,1228,2254,1329,111,1805,1947,1325,1390,365
17,1229,133,500,279,1760,268,630,1716,1133
136,854,1926,1857,759,454,1268,1893,438,41
14,393,1094,1332,1815,281,485,633,446,614
25,1701,1134,1993,438,1145,102,578,605,913
11,345,888,912,962,1996,63,2279,2140,709
11,3,764,308,1398,1925,494,783,715,1502
11,1792,381,517,1641,830,1849,1962,796,1524
19,1912,570,1568,776,504,581,625,389,720
17,293,316,1791,2161,68,1335,882,117,1977
73,136,1365,176,142,988,970,2237,1822,1630
123,319,1257,310,1073,2108,958,1522,1440,1924
67,2228,2037,1512,580,1100,49,1024,531,140
19,1487,2076,1623,2198,1277,1927,1899,937,26
41,1148,2039,1930,1785,2093,1629,2086,184,2104
123,1568,2122,2152,776,723,1107,2094,1158,1546
68,131,523,116,251,958,490,323,1144,1078
30,1465,308,275,340,2049,1381,2033,731,1676
3,817,1763,1472,2193,189,1510,1881,611,923
42,224,501,819,399,48,340,2149,1331,328
123,1970,1275,537,145,33,1637,2243,243,296
3,1640,1760,1570,2062,404,987,670,2018,1262
14,1738,2221,1966,687,1700,1847,1931,614,1578
123,1689,1412,478,2070,654,1013,621,1545,1764
151,258,1171,1889,1576,835,354,1263,450,1738
11,758,1736,61,2101,603,1539,1590,1722,2034
67,544,2057,1730,1100,1875,764,16,587,1402
67,881,54,2194,876,860,14,2112,767,296
19,1199,2083,1101,1064,518,1586,522,1572,1956
42,53,1844,982,374,787,877,2044,1412,1532
47,1106,1839,1225,1542,535,1238,1815,2107,669
9,1789,1369,1705,1193,1673,1662,1313,883,749
67,1002,801,628,362,1939,242,1264,851,972
3,1069,2085,873,863,580,1592,2181,1050,1129
3,928,1496,1522,1887,70,476,2223,607,2074
3,2200,566,1082,978,247,1454,929,702,2231
13,425,1525,1340,1384,1328,1434,99,1191,1505
123,823,508,628,1556,2034,921,681,1042,440
123,1832,2244,962,1981,1697,1496,1622,1848,1935
20,1181,1366,1287,1007,2287,1891,2155,1172,477
3,1161,1247,1649,1915,1246,1955,479,197,1460
83,402,1171,2006,1640,642,1563,164,1260,1963
216,1712,1817,1516,971,1131,1642,972,1780,624
47,1331,348,1758,1364,1663,690,1994,2262,2082
59,1337,703,1607,627,2176,1499,1381,957,842
3,934,1413,2065,873,478,257,61,1099,408
67,675,990,954,679,862,1483,1773,809,1641
17,221,871,1266,1230,1150,1683,631,218,452
131,1662,1372,2088,628,1831,814,1585,283,648
67,2112,2059,436,564,3,326,1418,1542,1421
13,2112,161,1175,2218,702,1439,596,1682,1660
42,822,675,1952,1579,1975,1233,1492,327,1773
67,552,605,1347,2272,1824,1606,874,966,1617
43,276,1410,88,1220,1623,173,1953,2222,940
56,606,755,872,434,2199,2242,1192,1154,85
3,121,233,903,2044,1808,1906,1800,62,389
59,2,1223,27,1740,457,436,507,1808,465
162,1924,1400,866,105,294,707,1824,1037,367
11,952,1231,516,380,231,645,826,29,1351
3,733,267,1365,1505,902,939,341,2191,1947
31,170,965,1067,444,1143,1717,1488,1838,1346
134,886,2049,11,1863,2254,434,2089,918,118
43,662,1718,740,461,181,1192,1699,1055,1927
137,361,1568,719,2131,1987,353,2200,1817,1795
11,344,2120,1889,1519,2030,1613,470,2266,1741
11,467,1110,190,1012,141,612,245,1578,239
3,749,977,253,329,687,1436,1103,372,2283
42,1510,240,95,1508,1617,2183,126,1341,1568
37,1067,1350,690,1920,2276,954,1983,659,219
123,71,255,584,1980,438,1020,1369,1909,1444
3,875,1137,466,1810,1452,847,1036,2186,463
3,996,2264,520,2102,1185,2151,689,1408,684
3,2211,592,1306,2266,260,49,1907,345,432
13,1933,2009,1829,1468,298,355,1321,1077,702
19,863,1268,905,1772,439,826,2062,206,711
19,1001,1066,1596,1364,2013,477,1013,2039,1626
25,758,1433,1707,1597,417,272,2200,1448,1617
38,270,1869,2172,1107,1640,1583,1356,1880,1659
21,1664,1582,61,40,2051,2038,854,2237,871
161,499,838,1238,606,1839,1815,702,2182,2125
44,1945,681,2030,1631,339,1387,1668,199,121
175,2131,2165,1034,1204,1779,476,726,11,801
17,1420,1264,2154,1488,1986,2045,762,1322,176
151,358,1064,2163,1910,1630,2253,1541,613,1334
123,396,1679,352,1063,173,1231,2054,82,121
67,955,296,1354,1389,1917,1006,1637,1277,1265
1,1628,1361,137,1223,49,2041,783,1603,1855
42,1449,1488,1964,2133,653,568,1825,1182,2054
1,2099,98,702,271,1374,1746,1707,707,1544
13,1429,1695,244,2165,821,877,958,237,1174
61,304,1793,32,1914,834,1799,1432,1077,1808
13,1788,1828,566,200,204,1521,1357,1670,242
20,2251,472,1404,835,1778,828,1469,854,885
19,998,2111,505,591,949,1820,934,1891,1759
13,1437,241,1861,1060,1571,1054,1931,840,404
298,270,759,470,375,1854,1780,222,757,1488
18,851,22,1137,1621,804,1408,855,568,198
3,1278,2223,1039,1647,1720,1573,471,78,1401
19,1002,394,1454,854,1340,1229,225,154,648
175,2039,415,365,1947,738,2183,809,455,2124
3,1644,819,740,113,1627,1749,1902,39,7
42,695,672,1144,1036,2002,1901,23,625,1829
47,2038,772,869,1683,424,231,912,1955,194
65,1790,879,209,1937,15,676,255,977,509
123,1350,1389,1447,1166,679,755,693,2120,2186
137,1914,1493,876,70,724,1714,1488,1855,148
20,227,1902,2045,1671,1589,1603,1922,434,1542
30,2284,1654,2173,822,950,1108,1640,1424,441
3,1403,515,2190,952,261,406,505,1214,51
9,2287,1768,501,1753,1234,1702,2199,433,5
3,384,757,1080,1414,815,589,241,1773,650
137,1039,1180,1431,598,146,1877,2047,298,220
20,154,1665,692,672,1893,1200,569,874,2089
20,1620,1170,1428,469,1767,320,2010,362,1992
123,520,84,1321,1701,503,707,1211,1399,394
47,122,2160,459,1653,1395,1481,811,791,1589
20,2158,1538,2094,849,633,1628,1066,438,2211
3,1683,1741,996,765,1087,279,775,2112,1602
14,246,2123,1977,1999,446,602,1539,284,593
4,720,1986,607,1875,195,264,503,493,1739
151,1777,934,1772,447,2174,896,1455,1985,1839
56,1597,2100,921,1398,1453,38,615,750,129
91,1832,1301,1284,1963,1842,479,1791,915,1388
3,529,2161,430,149,1957,2052,1614,717,206
258,2250,1458,362,178,1634,487,1361,2131,1379
42,278,1191,104,215,1339,924,2136,381,577
137,1925,664,2193,1183,73,194,1274,2214,1702
29,509,350,299,766,1830,1683,2116,1547,1231
3,510,1285,2099,2014,911,456,497,1344,514
20,1843,2020,1139,823,854,686,505,244,205
3,1150,1026,380,1595,1424,1685,1080,2091,760
17,1854,2131,321,1793,1607,2243,1667,1757,1371
13,322,1587,2084,458,1045,903,517,855,189
136,324,226,1605,1641,1995,2197,922,1191,1660
48,1563,2255,1336,2000,171,1721,951,1506,886
13,1321,1209,45,1351,1512,2275,2277,1897,722
149,219,1990,2236,1892,1769,111,319,650,1203
9,1029,714,1289,1275,1638,1412,1292,1299,145
25,836,1372,1326,773,1664,895,992,829,455
46,1994,321,700,1959,1534,1077,1679,182,719
103,1106,1339,1028,255,1568,804,1248,450,853
17,589,666,1974,1885,571,502,1624,2167,1746
3,1323,797,716,803,65,326,635,1213,596
47,271,1773,1186,570,630,959,2231,584,607
20,108,759,1750,2042,1869,140,2039,301,1347
3,836,1177,1805,750,586,1237,131,609,1497
38,1423,839,1634,977,483,1037,224,724,1611
20,1504,287,2181,574,195,1463,2191,432,2023
21,1748,608,1450,1648,2097,551,274,1626,955
