330,2027,1793,1249
13,376,1315,1082
77,1230,288,1975
47,1043,1301,2196
43,1093,122,1229
123,800,698,758
210,889,1815,1838
42,1158,360,1470
610,1489,1793,595
47,224,1678,988
444,1841,1002,325
452,1525,767,1130
38,1163,207,2252
175,1500,2237,1217
3,461,918,1464
59,1387,922,115
967,1424,1508,800
13,1169,517,213
815,1837,1240,662
149,223,1586,77
17,94,1036,1016
17,182,1980,1684
41,1587,1616,2193
155,2140,631,112
807,575,512,1449
61,16,1958,1114
2092,1254,1960,1015
175,789,2271,32
13,1365,2081,1852
278,908,4,505
131,2272,1276,518
83,831,1744,505
136,897,2209,1681
155,2286,1068,1616
9,476,439,2019
13,1892,1923,60
137,858,1884,2110
57,1270,1326,1159
151,399,1792,1393
161,457,2052,1492
149,669,1405,651
48,818,2011,1753
3,1996,1157,1
133,680,1863,578
13,2126,2237,1486
137,515,1892,1305
30,1614,1990,238
149,83,286,201
13,996,2136,457
549,702,436,1117
190,860,159,2126
56,1110,1146,892
486,1870,364,90
20,738,1890,1133
1164,1487,2096,1474
17,1152,1375,1727
151,1566,1260,410
42,116,201,649
266,2175,69,31
137,2083,101,754
13,899,116,1241
48,2084,1945,1221
778,298,2212,1269
334,2284,980,1168
307,408,2249,242
161,2264,1006,613
177,2031,1729,809
110,221,1360,420
948,1052,1186,915
123,671,1118,397
532,1284,366,1915
13,2097,2131,363
47,1333,119,300
816,118,84,2223
326,803,1575,1561
45,1955,1154,839
212,353,249,318
1081,1709,1311,1594
326,1287,1843,2183
42,181,1913,2019
13,308,644,1275
214,1085,2221,422
625,2073,2286,1856
10,1472,266,1002
136,1219,353,1990
482,242,233,508
17,682,1340,680
807,127,246,777
134,2249,795,653
13,2206,2145,380
3,999,1957,2023
452,72,1492,2027
1,1899,2263,1201
137,2008,63,728
44,1010,389,1283
34,1805,334,812
242,47,501,2163
210,463,1190,87
959,374,1742,1408
278,922,608,638
796,0,823,1401
556,29,2132,939
525,672,2046,2135
83,2008,1673,1547
289,1374,1439,1860
47,1327,2289,1454
14,1115,1509,2210
83,2123,313,2208
10,1364,739,869
177,753,463,1951
30,489,2013,315
13,1576,1777,2108
48,292,491,924
195,2141,217,1377
61,1543,1430,1887
155,1695,1103,1900
131,836,2279,2010
70,1851,2158,1593
188,1016,1131,2013
218,492,271,670
292,1306,1928,898
13,1770,650,109
123,1090,1725,1851
134,1086,393,1790
123,280,1036,865
35,1637,966,2114
43,1535,110,584
103,404,1808,2118
132,799,1704,879
75,1920,313,1823
151,1616,993,2160
3,169,1473,1360
923,1691,2277,283
47,1033,1035,868
175,1390,2057,520
42,727,2092,330
149,588,412,202
161,2028,413,219
480,2115,1273,1409
13,395,2110,1403
13,464,637,1939
223,1974,1894,789
137,1442,438,526
86,90,1394,424
13,2089,2168,1332
42,262,1153,1000
175,1034,1843,1548
288,536,1513,1114
547,529,346,316
485,656,1146,874
334,1207,2065,532
175,1202,1816,1226
149,411,911,2040
3,1357,1643,1523
266,894,16,880
161,386,1302,2142
134,225,2009,938
336,1991,1417,227
175,1098,901,1657
30,268,764,1998
17,211,2018,1687
729,1902,779,1909
149,792,778,1227
123,1110,108,1988
807,440,1631,972
175,265,1498,491
210,847,768,900
473,1710,573,1418
1150,946,484,340
30,1682,674,719
1965,2257,878,367
912,1954,1831,1299
3,1358,1471,1896
47,388,1890,838
482,324,987,1697
129,1912,1415,321
529,56,1921,727
807,257,772,788
149,285,1071,1455
59,2186,1165,1517
520,1524,1474,601
136,1470,264,737
206,122,1647,1978
149,1840,1565,1972
17,71,1323,84
30,2068,1129,1625
134,1471,1543,1110
68,835,1718,125
1,2279,522,805
175,704,892,11
11,2246,168,1979
15,1889,618,426
45,833,881,818
134,2205,943,392
123,439,851,500
13,1516,1477,486
59,433,912,1887
175,2117,1175,723
91,1992,1952,1354
190,1706,646,1969
86,1049,72,1633
10,1685,362,731
13,1882,883,1264
513,901,2042,116
61,1643,99,113
551,1903,578,1562
136,2001,1802,1417
